
Genesport Industries Tatamis Ltd,www.8003616173.yp.ca,,1-800-361-6173,150,Rue King,Mon,ontreal,martial+arts
Supreme Sport,www.supreme-sports.com,,1-800-644-5778,49-4181 Sladeview Crescent,Mississauga,ON ,L5L 5R2,martial+arts
Captain Sports Adidas MA Distributor,www.8669350800.yp.ca,,1-866-935-0800,28-90 Nolan Court,Markham,ON ,L3R 4L9,martial+arts
Bruckmann Martial Arts,www.2892402196.yp.ca,,289-240-2196,875 Wilson Road South,Oshawa,ON ,L1H 8B1,martial+arts
Modern Vision Mixed Martial Arts,www.2898208207.yp.ca,,289-820-8207,1-800 Niagara Street,Welland,ON ,L3C 5Z4,martial+arts
The Academy of Nisa & Mixed Martial Arts Inc,www.4162190907.yp.ca,,416-219-0907,3 Queensway Dr,Toronto,ON ,L4S 1S2,martial+arts
Twin Dragon Kung-Fu & Kick Boxing Club,www.4162291280.yp.ca,,416-229-1280,6347 Yonge Street,North York,ON ,M2M 3X7,martial+arts
National Taekwondo,www.4162318596.yp.ca,,416-231-8596,3016 Bloor Street West,Etobicoke,ON ,M8X 1C4,martial+arts
Shitoryu Karate Club,www.4162333478.yp.ca,,416-233-3478,18 Chauncey Avenue,Etobicoke,ON ,M8Z 2Z3,martial+arts
Etobicoke Dojo The,www.4162348122.yp.ca,,416-234-8122,78 Six Point Road,Etobicoke,ON ,M8Z 2X2,martial+arts
Etobicoke Taekwondo Centre/Deh Camp,www.4162365578.yp.ca,,416-236-5578,100 Advance Road,Etobicoke,ON ,M8Z 2T7,martial+arts
Yedeenstvo Scma,www.4162369589.yp.ca,,416-236-9589,5128 Dundas Street West,Etobicoke,ON ,M9A 1C2,martial+arts
Fred Villari's Studios Of Self Defense Inc,www.4162445156.yp.ca,,416-244-5156,1355 Wilson Avenue,North York,ON ,M3M 1H7,martial+arts
Master K Kim's Taekwondo World Academy,www.4162455425.yp.ca,,416-245-5425,606 Trethewey Drive,North York,ON ,M6M 4C3,martial+arts
Rim's Tae Kwon-Do,www.4162478887.yp.ca,,416-247-8887,2355 Keele Street,North York,ON ,M6M 4A2,martial+arts
York Academy Martial Arts,www.yorkama.com,,416-256-7463,2081 Dufferin Street,York,ON ,M6E 3R3,martial+arts
Fight Scholar,www.4162569952.yp.ca,,416-256-9952,1335 Lawrence Avenue East,North York,ON ,M3A 1C6,martial+arts
Naka Ima Aikikai,www.4162594320.yp.ca,,416-259-4320,116-171 East Liberty Street,Toronto,ON ,M6K 3P6,martial+arts
Black Belt World,www.taekwondo.ca,,416-264-7771,2501 Eglinton Avenue East,Scarborough,ON ,M1K 2R1,martial+arts
Jong Park Tae Kwon-Do,www.4162652501.yp.ca,,416-265-2501,3730 Kingston Road,Scarborough,ON ,M1J 3H3,martial+arts
Rising Star Martial Arts,www.4162656529.yp.ca,,416-265-6529,721A Progress Avenue,Scarborough,ON ,M1H 2W7,martial+arts
Quest Martial Arts,www.4162666642.yp.ca,,416-266-6642,2488 Kingston Road,Scarborough,ON ,M1N 1V3,martial+arts
Wong's Karate Kung-Fu Society,www.4162672623.yp.ca,,416-267-2623,2384 Kingston Road,Scarborough,ON ,M1N 1V2,martial+arts
Ki Do Kwan School Of TaeKwon Do,www.4162695332.yp.ca,,416-269-5332,1110 Birchmount Road,Scarborough,ON ,M1K 5G7,martial+arts
Jack's Taekwon-Do Fitness Centre,www.4162847357.yp.ca,,416-284-7357,8130 Sheppard Avenue East,Scarborough,ON ,M1B 3W3,martial+arts
Ryouko Martial Arts Inc,www.4162848861.yp.ca,ato@on.aibn.com,416-284-8861,91 Rylander Boulevard,Scarborough,ON ,M1B 5M5,martial+arts
Energy Martial Arts Academy,www.energymartialarts.com,,416-286-1600,5510 Lawrence Avenue East,Scarborough,ON ,M1C 3B2,martial+arts
Ultimate Martial Arts-Muay Thai Kickboxing And MMA,www.UltimateMartialArts.ca,,416-289-9997,680 Progress Avenue,Scarborough,ON ,M1H 3A5,martial+arts
John's Tae Kwon-Do Club,www.johnstaekwondo.com,,416-297-4381,3015 Kennedy Road,Scarborough,ON ,M1V 1E7,martial+arts
Fighting Dragons Martial Arts,www.fightingdragonsma.com,,416-298-9903,182 Shorting Road,Scarborough,ON ,M1S 3S7,martial+arts
Pals World Enterprises Inc,www.palsworld.ca,,416-299-8168,3480 McNicoll Ave,Toronto,ON ,M1V 5A7,martial+arts
Chung Wah Martial Arts,www.4163210830.yp.ca,,416-321-0830,21 Progress Avenue,Scarborough,ON ,M1P 4S8,martial+arts
Chen Style Taiji Quan Institute Of Cda,www.4163211965.yp.ca,,416-321-1965,596 Gordon Baker Road,North York,ON ,M2H 3B4,martial+arts
WS Athletics Martial Arts Supplies,www.wushuonline.ws,,416-321-5913,B22-2370 Midland Avenue,Scarborough,ON ,M1S 5C6,martial+arts
Chinese Kung Fu Institute of Canada,www.4163216222.yp.ca,,416-321-6222,63 Silver Star Boulevard,Scarborough,ON ,M1V 5E5,martial+arts
All Martial Arts Center,www.4163354588.yp.ca,,416-335-4588,2400 Midland Avenue,Scarborough,ON ,M1S 5C1,martial+arts
Golden Harmony Healing & Martial Arts Centre,www.4163410647.yp.ca,,416-341-0647,895 Yonge Street,Toronto,ON ,M4W 2H2,martial+arts
Olympian Martial Arts,www.4163666661.yp.ca,,416-366-6661,1920 Ellesmere,Scarborough,ON ,M1H 2V6,martial+arts
Body & Mind Training Institute Inc,www.4163985958.yp.ca,,416-398-5958,951 Wilson Avenue,North York,ON ,M3K 2A7,martial+arts
Aikido Reishinkan,www.4164104682.yp.ca,,416-410-4682,B1-745 Danforth Avenue,Toronto,ON ,M4J 1L4,martial+arts
Martial Art One,www.4164121511.yp.ca,,416-412-1511,3280 Midland,Toronto,ON ,M1V 4W8,martial+arts
Aikido Yoshinkan Sendokan Dojo,www.sendokan.ca,,416-418-6786,Etobicoke Olympium,Toronto,ON,,martial+arts
Kao Loi Boxing & Fitness,www.4164300600.yp.ca,,416-430-0600,700 Progress Avenue,Scarborough,ON ,M1H 2Z7,martial+arts
Rising Sun Martial Arts,www.risingsunmartialarts.com,,416-438-1291,721A Progress Avenue,Toronto,ON ,M1H 2W7,martial+arts
Tiger Kims Martial,www.4164401881.yp.ca,,416-440-1881,2281 Yonge Street Rear,Toronto,ON ,M4P 2C6,martial+arts
Toronto Hapkido Academy,www.4164402828.yp.ca,,416-440-2828,1669 Bayview Avenue,East York,ON ,M4G 3C1,martial+arts
Japanese Canadian Cultural Centre,www.jccc.on.ca,,416-441-2345,6 Garamond Court,North York,ON ,M3C 1Z5,martial+arts
Kids Karate Instruction,www.4164413648.yp.ca,,416-441-3648,55 Barber Greene Road,North York,ON ,M3C 2A1,martial+arts
Higashi School Of Karate Ltd,www.karate.com,,416-444-5310,89 Curlew Drive,North York,ON ,M3A 2P8,martial+arts
Cold Mountain Uechi Ryu Karate & Healing Arts,www.4164611358.yp.ca,,416-461-1358,515 Logan Avenue,Toronto,ON ,M4K 3B3,martial+arts
Hollywood Canteen,www.hcanteen.com,,416-461-1704,1516 Danforth Avenue,Toronto,ON ,M4J 1N4,martial+arts
