
Aloyd Fitness Equipment,www.8003991233.yp.ca,,1-800-399-1233,6750 Island Highway North,Nanaimo,BC ,V9V 1S3,fitness
Rocky Mountain Fitness Stores,www.8006614360.yp.ca,,1-800-661-4360,130-1876 Cooper Road,Kelowna,BC ,V1Y 9N6,fitness
Advantage Fitness Warehouse Rentals & Sales,www.8006614737.yp.ca,,1-800-661-4737,101-890 Crace Street,Nanaimo,BC ,V9R 2T3,fitness
North Vancouver Hotel,www.northvancouverhotel.ca,info@northvancouverhotel.ca,1-800-663-4055,1800 Capilano Rd,North Vancouver,BC ,V7P 3B6,fitness
Crest Hotel,www.8006638150.yp.ca,,1-800-663-8150,222 1st Avenue West,Prince Rupert,BC ,V8J 1A8,fitness
F E S Fitness Equipment Specialists,www.8007309702.yp.ca,,1-800-730-9702,1931 W 4th,Vancouver,BC,,fitness
St Eugene Golf Resort & Casino,www.8662922020.yp.ca,,1-866-292-2020,7731 Mission Road,Cranbrook,BC ,V1C 7E5,fitness
Fitness AV,www.8666969006.yp.ca,,1-866-696-9006,302-1300 Richards Street,Vancouver,BC ,V6B 3G6,fitness
Clear Balance Spa,www.8772751556.yp.ca,,1-877-275-1556,888 Sparkling Pl,Vernon,BC ,V1H 1T2,fitness
Soma Group Somatics Massage & Rehabilitation,www.8776628646.yp.ca,,1-877-662-8646,370 Campbell Road,Duncan,BC ,V9L 3H8,fitness
Performance Pilates,www.2502042942.yp.ca,,250-204-2942,1003 Tyee Plaza,Campbell River,BC,,fitness
Perfection 500 Fitness,www.2502151609.yp.ca,,250-215-1609,106-2395 Gordon Drive,Kelowna,BC ,V1W 3X7,fitness
Inner Peace Yoga Pilates & Fitness Studio,www.2502193147.yp.ca,,250-219-3147,109B 10 St,Dawson Creek,BC,,fitness
Tumbler Ridge Community Centre,www.2502424246.yp.ca,,250-242-4246,340 Front,Tumbler Ridge,BC ,V0C 2W0,fitness
Curves Ladysmith,www.2502454460.yp.ca,,250-245-4460,23 High General Delivery,Ladysmith,BC ,V9G 1B9,fitness
Curves (Chemainus),www.2502464142.yp.ca,,250-246-4142,9806 Willow St,Chemainus,BC ,V0R 1K0,fitness
New Image Fitness Studio,www.2502464348.yp.ca,,250-246-4348,Suite 102-9844 Croft,Chemainus,BC ,V0R 1K0,fitness
Gym At Twin Beaches The,www.2502478070.yp.ca,,250-247-8070,377 Berry Point Road RR 1,Gabriola,BC ,V0R 1X1,fitness
Fitness Connection,www.2502483144.yp.ca,,250-248-3144,1222 Industrial Way,Parksville,BC ,V9P 2W8,fitness
Bodyworks Fitness for Women and Tanning Salon,www.2502483346.yp.ca,,250-248-3346,F 124 Middleton Ave,Parksville,BC,,fitness
Bodyworks Fitness Co-ed,www.2502483946.yp.ca,,250-248-3946,Suite F-124 Middleton Ave,Parksville,BC,,fitness
Parksville Ballet School,www.2502489522.yp.ca,,250-248-9522,115-425 Stanford Avenue East,Parksville,BC ,V9P 2N4,fitness
Oceanside Physiotherapy & Work Conditioning Centre,www.2502489666.yp.ca,,250-248-9666,3-1009 Allsbrook Road,Parksville,BC ,V9P 2A9,fitness
Lake Country Curves,www.2502603166.yp.ca,,250-260-3166,9908 Kalamalka Lk,Vernon,BC,,fitness
Adamar Enterprises Ltd,www.2502629798.yp.ca,,250-262-9798,10704 97 Avenue,Fort St John,BC ,V1J 6L7,fitness
Belle Shea Salon & Spa,www.2502639879.yp.ca,,250-263-9879,9512 93 Avenue,Fort St John,BC ,V1J 6T4,fitness
Energetics Family Fitness Centre Inc,www.2502640005.yp.ca,,250-264-0005,8217 100 Avenue,Fort St John,BC ,V1J 1W7,fitness
Alley Health & Fitness,www.2502654554.yp.ca,,250-265-4554,Suite Bsmt-84 Broadway,Nakusp,BC ,V0G 1R0,fitness
Vitalis Quadra Gym & Wellness Centre,www.2502853825.yp.ca,,250-285-3825,7 654 Harper,Quadra Island,BC ,V0P 1N0,fitness
VI Fitness Center,www.2502861019.yp.ca,,250-286-1019,206-489 South Dogwood Street,Campbell River,BC ,V9W 6K6,fitness
Painter's Lodge & April Point Resort & Spa,www.2502861102.yp.ca,,250-286-1102,1625 Macdonald Road,Campbell River,BC ,V9W 4S5,fitness
Intersport,www.2502861760.yp.ca,,250-286-1760,1245 Shoppers Row,Campbell River,BC ,V9W 2C7,fitness
Fitness Etc,www.2502864099.yp.ca,,250-286-4099,C-220 Dogwood Street,Campbell River,BC ,V9W 2X9,fitness
Pure Self Defence Studios,www.2502866998.yp.ca,,250-286-6998,F-220 Dogwood Street,Campbell River,BC ,V9W 2X9,fitness
Guthy Janis Dr,www.2502873113.yp.ca,,250-287-3113,103-250 Dogwood Street,Campbell River,BC ,V9W 2X9,fitness
Flex Fitness,www.2502873480.yp.ca,,250-287-3480,Suite Lwr-470 Dogwood St,Campbell River,BC ,V9W 2Y3,fitness
NBX Fitness,www.2502874011.yp.ca,,250-287-4011,1433 16th Avenue,Campbell River,BC ,V9W 2E4,fitness
Curves,www.2503041818.yp.ca,,250-304-1818,1125 4th Street,Castlegar,BC ,V1N 2A8,fitness
Trim 'n Fit,www.trimnfit.ca,,250-307-7664,1935 11 Avenue,Vernon,BC ,V1T 9A9,fitness
Kix 4 Chix Fitness,www.kix4chix.ca,,250-314-4978,1-440 Victoria Street,Kamloops,BC ,V2C 2A7,fitness
Vianis Martial Arts,www.2503149982.yp.ca,,250-314-9982,16-1425 Cariboo Place,Kamloops,BC ,V2C 5Z3,fitness
Body Control Pilates,www.pilateskamloops.com,,250-320-2639,202-142 Victoria Street,Kamloops,BC ,V2C 1Z7,fitness
One On One Fitness & Massage,www.2503209960.yp.ca,,250-320-9960,7-231 Victoria Street,Kamloops,BC ,V2C 2A1,fitness
Good Vibrations,www.2503310342.yp.ca,,250-331-0342,407A 5th Street,Courtenay,BC ,V9N 1J7,fitness
Fitness Etc,www.2503340777.yp.ca,,250-334-0777,102-1025 Cliffe Avenue,Courtenay,BC ,V9N 2J9,fitness
Curves,www.2503344959.yp.ca,,250-334-4959,368 11th Street,Courtenay,BC ,V9N 8H5,fitness
Black Creek Community Assn,www.2503375190.yp.ca,,250-337-5190,2001 Black Ck,Black Creek,BC ,V9J 1H6,fitness
Bikram Yoga,www.2503381138.yp.ca,,250-338-1138,D-362 10th Street,Courtenay,BC ,V9N 1P5,fitness
Courtenay Recreation Centres,www.2503385371.yp.ca,,250-338-5371,489 Old Island Highway,Courtenay,BC ,V9N 3P5,fitness
VI Fitness Center,www.2503389247.yp.ca,,250-338-9247,960 England Avenue,Courtenay,BC ,V9N 2N6,fitness
Comox Recreation Centre,www.2503392255.yp.ca,,250-339-2255,1855 Noel Avenue,Comox,BC ,V9M 2H4,fitness
Contours Express,www.2503394647.yp.ca,,250-339-4647,6-2225 Guthrie Road,Comox,BC ,V9M 4G1,fitness
Curves,www.2503396643.yp.ca,,250-339-6643,Upr-1761 Comox Avenue,Comox,BC ,V9M 3M2,fitness
Valley Fitness Centre,www.2503422131.yp.ca,,250-342-2131,722 14th St,Invermere,BC ,V0A 1K0,fitness
Best Western Invermere Inn,www.2503429246.yp.ca,,250-342-9246,1310 7th Ave,Invermere,BC ,V0A 1K0,fitness
Body Quest Health & Fitness Club Ltd,www.2503447876.yp.ca,,250-344-7876,912 11th Avenue North RR 2,Golden,BC ,V0A 1H2,fitness
Radium Resort,www.2503479311.yp.ca,,250-347-9311,8100 Radium Golf Course Rd,Radium Hot Springs,BC ,V0A 1M0,fitness
Curves,www.2503520360.yp.ca,,250-352-0360,520 Falls Street,Nelson,BC ,V1L 6B5,fitness
Kootenai Pilates Centre,www.2503521600.yp.ca,,250-352-1600,540 Baker Street,Nelson,BC ,V1L 4H9,fitness
Live It Up Fitness,www.2503522379.yp.ca,,250-352-2379,560 Baker Street,Nelson,BC ,V1L 4H9,fitness
