
GE-Modular Space,www.8004513951.yp.ca,,1-800-451-3951,150 Lowson Crescent,Winnipeg,MB ,R3P 2H8,spa
Elkhorn Resort Spa & Conference Centre,www.8663554676.yp.ca,,1-866-355-4676,Mooswa Dr E,Onanole,MB ,R0J 1N0,spa
Spa Tropics,www.8668077514.yp.ca,,1-866-807-7514,1761 Pembina Highway,Winnipeg,MB ,R3T 2G6,spa
Spare Time Hobbies Inc,www.8669319008.yp.ca,,1-866-931-9008,7-1514 Regent Avenue West,Winnipeg,MB ,R2C 3B4,spa
Mariaggi's Theme Suite Hotel & Day Spa,www.8669479190.yp.ca,,1-866-947-9190,231 McDermot Avenue,Winnipeg,MB ,R3B 0S4,spa
Riverstone Spa,www.8773774100.yp.ca,,1-877-377-4100,75 Forks Market Road,Winnipeg,MB ,R3C 0A2,spa
A Doggie Spaw,www.2042210998.yp.ca,,204-221-0998,724 St Mary's Road,Winnipeg,MB ,R2M 3N2,spa
Spaw De-Luxe,www.2042221323.yp.ca,,204-222-1323,B-232 Regent Avenue West,Winnipeg,MB ,R2C 1R2,spa
Spartech Profiles,www.2042242791.yp.ca,,204-224-2791,2954 Day Street,Winnipeg,MB ,R2C 2Z2,spa
Spade Development Ltd,www.2042312955.yp.ca,,204-231-2955,23021 Mission58N,Springfield,MB,,spa
Sparrow Holdings Inc,www.2042313258.yp.ca,,204-231-3258,112 Marion Street,Winnipeg,MB ,R2H 0T1,spa
Level Hair And Spa,www.2042314204.yp.ca,,204-231-4204,155 Provencher Boulevard,Winnipeg,MB ,R2H 0G2,spa
Space Efficiency Experts Inc,www.2042350240.yp.ca,,204-235-0240,Suite 7A-845 Lagimodiere,St Boniface,MB ,R2J 3M2,spa
Yi Yi Spa,www.2042350331.yp.ca,,204-235-0331,4-353 Provencher Boulevard,Winnipeg,MB ,R2H 0G8,spa
Com-Span Inc,www.2042371804.yp.ca,,204-237-1804,19 St Anne's Rd,Winnipeg,MB ,R2M 2Y1,spa
Spanish the friendly way,www.2042371922.yp.ca,,204-237-1922,470 rue St Jean Baptiste,Winnipeg,MB ,R2H 2X7,spa
Village Health Spa,www.2042530748.yp.ca,,204-253-0748,725 Corydon Avenue,Winnipeg,MB ,R3M 0W4,spa
Giselle's The Spa Specialist,www.2042530900.yp.ca,,204-253-0900,30-166 Meadowood Drive,Winnipeg,MB ,R2M 5G8,spa
One Space At A Time,www.2042544563.yp.ca,,204-254-4563,17 Thorndale Avenue,Winnipeg,MB ,R2M 1C7,spa
Puro Salon Spa,www.2042553926.yp.ca,,204-255-3926,60 St Anne's Road,Winnipeg,MB ,R2M 2Y5,spa
Elle Spa,www.2042556104.yp.ca,,204-255-6104,1589 St Mary's Road,Winnipeg,MB ,R2M 3W3,spa
Young Nails & Day Spa,www.2042556515.yp.ca,,204-255-6515,110-115 Vermillion Road,Winnipeg,MB ,R2J 4A9,spa
Botticelli Salon Spa,www.2042557770.yp.ca,,204-255-7770,St Vital Shopping Center,Winnipeg,MB ,R2M 5E5,spa
Botticelli Salon Spa Luca,www.2042557771.yp.ca,,204-255-7771,113-1225 St Mary's Road,Winnipeg,MB ,R2M 5E5,spa
Aloha Beauty & Spa,www.2042570207.yp.ca,,204-257-0207,12-1504 St Mary's Road,Winnipeg,MB ,R2M 3V7,spa
Dinah's Canine Spa,www.2042572859.yp.ca,,204-257-2859,925 St Mary's Road,Winnipeg,MB ,R2M 3R6,spa
Urban Retreat Day Spa,www.2042577600.yp.ca,,204-257-7600,444 St Anne's Road,Winnipeg,MB ,R2M 3C8,spa
Amigo Spanish/English Language Services,www.2042613081.yp.ca,,204-261-3081,19 Bernfield Bay,Winnipeg,MB ,R3T 5T7,spa
Spartan Agencies Ltd,www.2042691855.yp.ca,,204-269-1855,39 Point West Drive,Winnipeg,MB ,R3T 5G8,spa
Second Sun Tan Spa,www.2042694545.yp.ca,,204-269-4545,1-2116 Pembina Highway,Winnipeg,MB ,R3T 2G8,spa
Posh Nails & Spa,www.2042756676.yp.ca,,204-275-6676,1749 Pembina Highway,Winnipeg,MB ,R3T 2G6,spa
In Touch Day Spa & Beauty Supplies,www.2042758001.yp.ca,,204-275-8001,Suite 6B-1325 Markham,Winnipeg,MB ,R3T 4J6,spa
El Estudio Spanish Language Training Centre,www.2042843525.yp.ca,,204-284-3525,5-703 Corydon Avenue,Winnipeg,MB ,R3M 0W4,spa
Jerry's Hair Design & Day Spa,www.2042847907.yp.ca,,204-284-7907,Grant Park Shopping Center,Winnipeg,MB ,R3M 2A6,spa
Spanish Christian Church,www.2042848986.yp.ca,,204-284-8986,100-445 Stafford Street,Winnipeg,MB ,R3M 3V9,spa
