"20/20 Eye Care","204-953-2020","2-835 Dakota Street , Winnipeg , MB R2M 5M2","www.2049532020.yp.ca",,optometrist
"Action Eyecare Incorporated","204-467-9795","2-358 Main St , Stonewall , MB R0C 2Z0","www.2044679795.yp.ca",,optometrist
"Aiken Andrew Dr","204-725-0943","1502 9th Street , Brandon , MB R7A 4E1","www.2047250943.yp.ca",,optometrist
"All Optometrists (Manitoba Association Of Optometrists)","204-943-9811","Suite 200B-392 Academy MB R3M 0E5","www.2049439811.yp.ca",,optometrist
"Anderson Arnold H","204-633-7482","90-2200 McPhillips Wkld ","www.2046337482.yp.ca",,optometrist
"Anderson Arnold H","204-633-7482","","www.2046337482.yp.ca",,optometrist
"Anderson Arnold H Dr","204-633-7482","","www.2046337482.yp.ca",,optometrist
"Anderson Family Vision Care","204-367-2390","","www.2043672390.yp.ca",,optometrist
"Anderson Family Vision Care","204-482-3713","353 Main St MB R1A 2J7","www.2044823713.yp.ca",,optometrist
"Anderson Family Vision Care","204-633-7482","Suite 90-2200 McPhillips MB R2V 3P4","www.2046337482.yp.ca",,optometrist
"Anderson Family Vision Care","204-482-3713","353 Main Street , Selkirk , MB R1A 1T5","www.2044823713.yp.ca",,optometrist
"Anderson Family Vision Care","204-367-2390","Manitou Lodge , Pine Falls , MB R0E 1M0","www.2043672390.yp.ca",,optometrist
"Anderson Family Vision Care","204-367-2390","Manitou Lodge MB R0E 1M0","www.2043672390.yp.ca",,optometrist
"Anderson Family Vision Care","204-326-1388","258 Main St MB ","www.2043261388.yp.ca",,optometrist
"Anderson Family Vision Care","204-482-3713","353 Main St MB R1A 2J7","www.2044823713.yp.ca",,optometrist
"Anderson Family Vision Care","204-633-7482","Suite 90-2200 McPhillips MB R2V 3P4","www.2046337482.yp.ca",,optometrist
"Anderson Family Vision Care","204-633-7482","Suite 90-2200 McPhillips MB R2V 3P4","www.2046337482.yp.ca",,optometrist
"Anderson Matthew W Dr","204-633-7482","Winnipeg , MB ","www.2046337482.yp.ca",,optometrist
"Armstrong & Small Eye Care Centre","204-786-8991","1140 Portage Avenue , Winnipeg , MB R3G 0S7","www.2047868991.yp.ca",,optometrist
"Ashcroft R P Dr","204-638-3223","37 2nd Avenue NW , Dauphin , MB R7N 1H1","www.2046383223.yp.ca",,optometrist
"Ashcroft R P Dr","204-937-8305","15 Hospital St MB R0L 1P0","www.2049378305.yp.ca",,optometrist
"Ashcroft R P Dr","204-638-3223","37 2nd av NW MB ","www.2046383223.yp.ca",,optometrist
"Best Buy Optical","204-668-8737","50-11 Reenders Drive , Winnipeg , MB R2C 5K5","www.2046688737.yp.ca",,optometrist
"Bisson Joanne","204-623-5656","438 Fischer av MB R9A 1M5","www.2046235656.yp.ca",,optometrist
"Blake Gary D Dr","204-837-2020","3210 Portage MB R3K 0Y6","www.2048372020.yp.ca",,optometrist
"Blink Eyecare Ltd","204-257-3112","Suite 180-40 Lakewood MB R2J 2M6","www.2042573112.yp.ca",,optometrist
"Book Brian H Dr","204-942-0113","Suite 230-444 Stmary MB ","www.2049420113.yp.ca",,optometrist
"Book Brian H Dr","204-943-6233","235-444 St Mary Avenue , Winnipeg , MB R3C 3T1","www.2049436233.yp.ca",,optometrist
"Book Brian H Dr","204-943-6233","","www.2049436233.yp.ca",,optometrist
"Book Brian H Dr","204-943-6233","","www.2049436233.yp.ca",,optometrist
"Book Brian H Dr","204-943-6233","","www.2049436233.yp.ca",,optometrist
"Book Brian H Dr","204-943-6233","","www.2049436233.yp.ca",,optometrist
"Book Optical Ltd","204-942-0113","230-444 St Mary Avenue , Winnipeg , MB R3C 3T1","www.2049420113.yp.ca",,optometrist
"Book Vision Care","204-487-6233","143 Scurfield Boulevard , Winnipeg , MB R3Y 1L6","www.2044876233.yp.ca",,optometrist
"Book Vision Care","204-489-4700","","www.2044894700.yp.ca",,optometrist
"Boroditsky A Dr","204-224-2254","212 Regentw MB ","www.2042242254.yp.ca",,optometrist
"Boroditsky A Dr","204-889-7408","2090 Corydon MB ","www.2048897408.yp.ca",,optometrist
"Boundary Trails Chiropractic Centre","204-822-6464","1-34 Stephen Street , Morden , MB R6M 2G3","www.2048226464.yp.ca",,optometrist
"Bourdon Nelson E Dr","204-889-0602","3327 Roblin Boulevard , Winnipeg , MB R3R 0C2","www.2048890602.yp.ca",,optometrist
"Bruce Kelsey Dr","204-452-2137","1640 Pembina MB ","www.2044522137.yp.ca",,optometrist
"Butterworth Gary Dr","204-488-2020","525 Academy Road , Winnipeg , MB R3N 2A9","www.2044882020.yp.ca",,optometrist
"Campbell Neil J Dr","204-488-3937","Suite K-1765 Kenaston MB R3Y 1V8","www.2044883937.yp.ca",,optometrist
"Canada Vision Centre","204-326-9213","Victoria Plaza , Steinbach , MB ","www.2043269213.yp.ca",,optometrist
"Caswell Brent W N Dr","204-725-0943","1502 9th Street , Brandon , MB R7A 4E1","www.2047250943.yp.ca",,optometrist
"Charleswood Eye Centre","204-889-0602","3327 Roblin MB ","www.2048890602.yp.ca",,optometrist
"Cherian Rachel J Dr","204-326-3265","310 1st St MB ","www.2043263265.yp.ca",,optometrist
"Cherian Rachel J Dr","204-943-8252","4-1870 Portage MB ","www.2049438252.yp.ca",,optometrist
"Chow Melina Dr","204-582-2308","310-1695 Henderson Highway , Winnipeg , MB R2G 1P1","www.2045822308.yp.ca",,optometrist
"Clinic Optical","204-942-1408","398 Graham Avenue , Winnipeg , MB R3C 0L4","www.2049421408.yp.ca",,optometrist
"Cochrane David Dr","204-748-1094","170 Nelson St W MB R0M 2C0","www.2047481094.yp.ca",,optometrist
"Consumers Optical","204-925-2822","Suite 810-1615 Regentw , Trans ","www.2049252822.yp.ca",,optometrist
"Consumers Optical","204-925-2800","Suite 3-2077 Pembina MB R3T 2H1","www.2049252800.yp.ca",,optometrist
"Consumers Optical","204-925-2800","Suite 3-2077 Pembina MB R3T 2H1","www.2049252800.yp.ca",,optometrist
