"AA 12 Step Caring Counselling Clinical Society","1-877-638-9548","","www.8776389548.yp.ca",,clinic
"Abatement Massage Therapy","902-765-8500","976 Central av , Kingston , NS B0P 1R0","www.9027658500.yp.ca",,clinic
"Aberdeen Dental Clinic","902-752-7406","814 East River Road , New Glasgow , NS B2H 3S3","www.9027527406.yp.ca",,clinic
"Aberdeen Walk-In Clinic","902-752-7125","610 East River Road , New Glasgow , NS B2H 3S2","www.9027527125.yp.ca",,clinic
"Acadia First Nation","902-627-1245","311 Beech Hill Rd , Western Shore , NS B0J 3M0","www.9026271245.yp.ca",,clinic
"Acadia Sports Therapy Clinic","902-585-1625","Wolfville , NS B0P 1X0","www.9025851625.yp.ca",,clinic
"Active Life Physiotherapy & Massage Clinic","902-752-9926","610 East River Road , New Glasgow , NS B2H 3S2","www.9027529926.yp.ca",,clinic
"Acupuncture Nova Scotia Institute & Clinic","902-890-1992","NS ","www.9028901992.yp.ca",,clinic
"Acuruby Soft Laser Clinics","902-452-3138","Halifax , NS ","www.9024523138.yp.ca",,clinic
"Adent Clinic","1-800-406-1188","","www.8004061188.yp.ca",,clinic
"A Different Touch Health Clinic","902-492-2256","A306-6389 Coburg Road , Halifax , NS B3H 2A5","www.9024922256.yp.ca",,clinic
"Advocate Medical Clinic","902-392-2734","Advocate Harbour , NS B0M 1A0","www.9023922734.yp.ca",,clinic
"Albro Lake Medical Clinic","902-465-4444","6 Primrose Avenue , Herring Cove , NS B3R 1A3","www.9024654444.yp.ca",,clinic
"Alexandra Street Dental Clinic","902-567-1668","NS ","www.9025671668.yp.ca",,clinic
"Alexandra Street Dental Clinic","902-562-6116","NS ","www.9025626116.yp.ca",,clinic
"Alliance Vision Clinic/A Division Of Fyi Eye Doctors","902-597-2424","6 McFarlane , Springhill , NS ","www.9025972424.yp.ca",,clinic
"Alpha Chiropractic Clinic","902-542-5433","1460 Belcher , Wolfville , NS B0P 1T0","www.9025425433.yp.ca",,clinic
"Amherst Family Health Clinic","902-667-3330","158 Robert Angus Drive , Amherst , NS B4H 4R7","www.9026673330.yp.ca",,clinic
"Andersons Denture Clinic","902-863-5725","319 Main Street , Antigonish , NS B2G 2C3","www.9028635725.yp.ca",,clinic
"Angela K Dwyer RMT","902-752-9269","277 Foord , New Glasgow , NS B2H 1K4","www.9027529269.yp.ca",,clinic
"Anti-Aging Medical Clinic Of Vancouver","1-877-422-4464","","www.8774224464.yp.ca",,clinic
"Anti-Aging Medical & Laser Clinic","1-877-422-4464","","www.8774224464.yp.ca",,clinic
"Antigonish Acupuncture & Traditional Chinese Medicine (TCM) Clinic","902-863-3636","49 Somers Road , Antigonish , NS B2G 2Z4","www.9028633636.yp.ca",,clinic
"Antigonish Clinical Trials","902-863-6939","220 Main Street , Antigonish , NS B2G 2C2","www.9028636939.yp.ca",,clinic
"Antigonish Physiotherapy","902-863-0757","9 Main Street , Antigonish , NS B2G 2B3","www.9028630757.yp.ca",,clinic
"Antigonish Travel Medicine Clinic","902-863-4558","40 Church Street , Antigonish , NS B2G 2C7","www.9028634558.yp.ca",,clinic
"Antigonish Veterinary Clinic","902-863-3157","288 Hawthorne Street , Antigonish , NS B2G 1B8","www.9028633157.yp.ca",,clinic
"Aqua Terra Natural Health Clinic","902-867-2700","Antigonish , NS B2G 2B9","www.9028672700.yp.ca",,clinic
"Aqua Terra Natural Health Clinic","902-867-2700","NS ","www.9028672700.yp.ca",,clinic
"Aqua Terra Natural Health ClinicFacsimile","902-867-1888","NS ","www.9028671888.yp.ca",,clinic
"Kennetcook Medical Centre","902-362-2021","6202 Highway 354 , Kennetcook , NS B0N 1P0","www.kennetcook.com",,clinic
"Kian Holistic Health Clinic","902-446-5426","1171 Bedford Highway , Bedford , NS B4A 1C2","www.kianclinic.com",,clinic
"King Medical Clinic","902-463-1525","380 Portland Street , Dartmouth , NS B2Y 1K8","www.9024631525.yp.ca",,clinic
"Kings Physiotherapy Clinic Ltd","902-681-8181","1002 Kentucky Court , New Minas , NS B4N 4N2","www.9026818181.yp.ca",,clinic
"Kingsport Osteopathic Clinic","902-582-7607","16 Water Street RR 2 , Canning , NS B0P 1H0","www.9025827607.yp.ca",,clinic
"Kings Road Dental Clinic Ltd","902-562-1600","1148 Kings Road , Sydney , NS B1S 1C9","www.9025621600.yp.ca",,clinic
"Kingston Medical Clinic","902-765-2762","NS ","www.9027652762.yp.ca",,clinic
"Kingston Medical Clinic","902-765-4044","523 Main , Kingston , NS B0P 1R0","www.9027654044.yp.ca",,clinic
"Kingston Medical Clinic","902-765-3304","523 Main , Kingston , NS B0P 1R0","www.9027653304.yp.ca",,clinic
"Kingsway Gardens Retirement Residence","1-877-898-2122","Windsor Toll Free ","www.kingswaygardens.ns.ca",,clinic
"Kingsway Gardens Retirement Residence","902-798-5075","Windsor , NS B3K 5L2","www.kingswaygardens.ns.ca",,clinic
"Kinley Drug Co Ltd","902-634-4437","264 Lincoln , Lunenburg , NS B0J 2C0","www.9026344437.yp.ca",,clinic
"Kobaisy Dental Clinic","1-866-535-2887","","www.8665352887.yp.ca",,clinic
"Kootenay Hearing Aid & Audiology Clinic","1-800-667-3775","","www.8006673775.yp.ca",,clinic
"Kootenay Hearing Aid & Audiology Clinic","1-888-467-4496","","www.8884674496.yp.ca",,clinic
"Koster Denture Clinic","1-800-458-6933","","www.8004586933.yp.ca",,clinic
"Lacewood Physiotherapy Clinic Ltd","902-445-8110","255 Lacewood Drive , Halifax , NS B3M 4G2","www.9024458110.yp.ca",,clinic
"LaHave Denture Clinics Limited","902-875-2272","157 Water , Shelburne , NS B0T 1W0","www.9028752272.yp.ca",,clinic
"LaHave Denture Clinics Limited","902-543-5111","129 Aberdeen Road , Bridgewater , NS B4V 2S7","www.9025435111.yp.ca",,clinic
"LaHave St Auto Clinic","902-530-3257","141 Lahave Street , Bridgewater , NS B4V 2T6","www.9025303257.yp.ca",,clinic
