"3C Auto Clinic","204-832-8410","646 Whytewold MB ","www.2048328410.yp.ca",,clinic
"3C Auto Clinic","204-832-8410","646 Whytewold Rd , Winnipeg , MB R3J 2W2","www.2048328410.yp.ca",,clinic
"A-1 Koster Denture Clinic","204-582-5196","631 Selkirk MB ","www.2045825196.yp.ca",,clinic
"AAA Downtown Dental Clinic","204-958-4650","101-400 St Mary Avenue , Winnipeg , MB R3C 4K5","www.2049584650.yp.ca",,clinic
"AAHC-Ankang Acupuncture Healing Centre","204-775-2266","689 St Mary's Road , Winnipeg , MB R2M 3M8","www.2047752266.yp.ca",,clinic
"Aban Denture Clinic","204-582-5103","","www.2045825103.yp.ca",,clinic
"Aban Denture Clinic","204-589-6867","592 Selkirk Avenue , Winnipeg , MB R2W 2M9","www.2045896867.yp.ca",,clinic
"Abbott Clinic The","204-786-5481","274 Osborne Street North , Winnipeg , MB R3C 1V8","www.2047865481.yp.ca",,clinic
"Abell Medical Clinic","204-824-2327","134 1st St MB R0K 2G0","www.2048242327.yp.ca",,clinic
"Abell Medical Clinic","204-824-2335","","www.2048242335.yp.ca",,clinic
"Abe's Cylinder Head Clinic","204-326-4424","114 Millwork Dr MB ","www.2043264424.yp.ca",,clinic
"ABORTION ALTERNATIVE THE","204-772-2828","","www.2047722828.yp.ca",,clinic
"Academy Road Spay & Neuter Clinic","204-487-1477","Suite A-620 Academy MB ","www.2044871477.yp.ca",,clinic
"Academy Road Spay & Neuter Clinic","204-487-1477","620C Academy Road , Winnipeg , MB R3N 0E6","www.2044871477.yp.ca",,clinic
"Accucare Canada-Compression Therapy Support Clinic","204-237-1621","400 Tache MB ","www.2042371621.yp.ca",,clinic
"Accu-Smile Denture Clinic Ltd","204-475-4758","2-564 Osborne Street , Winnipeg , MB R3L 2B4","www.2044754758.yp.ca",,clinic
"Achilles Foot Clinic","204-453-2144","Suite 202-584 Pembina MB R3M 2A1","www.2044532144.yp.ca",,clinic
"Achilles Foot Clinic","204-453-2144","","www.2044532144.yp.ca",,clinic
"Achilles Foot Clinic","204-453-2144","202-584 Pembina Highway , Winnipeg , MB R3M 3X7","www.2044532144.yp.ca",,clinic
"Action Physiotherapy And Wellness Clinic","204-452-3070","4-1235 Pembina Highway , Winnipeg , MB R3T 2A9","www.2044523070.yp.ca",,clinic
"Action Physiotherapy And Wellness Clinic","204-452-3070","","www.2044523070.yp.ca",,clinic
"Action Physiotherapy And Wellness Clinic","204-452-3070","","www.2044523070.yp.ca",,clinic
"Action Physiotherapy And Wellness Clinic","204-452-3070","","www.2044523070.yp.ca",,clinic
"Action Physiotherapy And Wellness Clinic","204-452-3070","","www.2044523070.yp.ca",,clinic
"Active Healing Massage Clinic","204-799-3663","38Tomlinson MB ","www.2047993663.yp.ca",,clinic
"Active Healing Therapeutic Massage Clinic","204-799-3663","38 Tomlinson MB ","www.2047993663.yp.ca",,clinic
"Acupuncture Chinese Massage & Herbal Medicine Clinic by Sun","204-946-5970","204-309 Hargrave Street , Winnipeg , MB R3B 2J8","www.2049465970.yp.ca",,clinic
"Adent Clinic","1-800-406-1188","","www.8004061188.yp.ca",,clinic
"Advanced Hearing Clinic Ltd","204-727-4327","42 McTavish Avenue East , Brandon , MB R7A 2B2","www.2047274327.yp.ca",,clinic
"Advanced Massage & Laser Therapy Clinic","204-474-2020","F-2020 Corydon Avenue , Winnipeg , MB R3P 0N2","www.2044742020.yp.ca",,clinic
"Canadian Blood Services","1-888-236-6283","800 Rosserav , Brandon , MB R7A 6N5","www.bloodservices.ca",,clinic
"Canadian Blood Services","1-888-236-6283","777 William Avenue , Winnipeg , MB R3E 3R4","www.8882366283.yp.ca",,clinic
"Canadian Blood Services","1-888-236-6283","800 Rosser av Brandon MB ","www.bloodservices.ca",,clinic
"Canadian Blood Services","1-888-236-6283","MB ","www.bloodservices.ca",,clinic
"Canadian Blood Services","1-888-236-6283","777 William MB ","www.bloodservices.ca",,clinic
"CancerCare Manitoba","204-787-2180","","www.2047872180.yp.ca",,clinic
"CancerCare Manitoba","204-787-2188","","www.2047872188.yp.ca",,clinic
"CancerCare Manitoba","204-787-1904","","www.2047871904.yp.ca",,clinic
"CancerCare Manitoba","204-787-4252","","www.2047874252.yp.ca",,clinic
"CancerCare Manitoba","204-787-2129","","www.2047872129.yp.ca",,clinic
"CancerCare Manitoba","204-787-4156","","www.2047874156.yp.ca",,clinic
"Carberry Health Clinic","204-834-2126","210 1st av MB R0K 0H0","www.2048342126.yp.ca",,clinic
"Carberry Health Clinic","204-834-2126","","www.2048342126.yp.ca",,clinic
"Carberry Health Clinic","204-834-2126","","www.2048342126.yp.ca",,clinic
"Carberry Health Services","204-834-2126","","www.2048342126.yp.ca",,clinic
"Car Clinic","204-257-4433","434 St Anne's Road , Winnipeg , MB R2M 3C6","www.2042574433.yp.ca",,clinic
"Carlton Inn","204-942-0881","220 Carlton Street , Winnipeg , MB R3C 1P5","www.2049420881.yp.ca",,clinic
"Carman Vet Clinic","204-745-3127","100 4th av SE , Carman , MB R0G 0J0","www.2047453127.yp.ca",,clinic
"Carrier Sekani Family Services Mobile Diabetes Telemedicine Clinic","1-866-562-0291","","www.csfs.org",,clinic
"Cartier Health Centre","204-353-5820","","www.2043535820.yp.ca",,clinic
"Cartwright Health Services","204-523-4609","","www.2045234609.yp.ca",,clinic
"CBI Health","1-800-463-2225","","www.cbi.ca",,clinic
"Cedar River Clinic","425-255-0471","4300 Talbot Rd S Renton WA USA ","www.4252550471.yp.ca",,clinic
"Cedar River Clinics-Renton","425-255-0471","4300 Talbot Rd S , Renton ","www.4252550471.yp.ca",,clinic
"Centennial Denture Clinic","204-728-4777","","www.2047284777.yp.ca",,clinic
"Centennial Denture Clinic","204-728-4777","","www.2047284777.yp.ca",,clinic
"Centennial Denture Clinic","204-728-4777","","www.2047284777.yp.ca",,clinic
"Centennial Denture Clinic","204-728-4777","","www.2047284777.yp.ca",,clinic
"Centennial Denture Clinic","204-728-4777","The Town Centre MB R7A 0K9","www.2047284777.yp.ca",,clinic
"Central Foot Clinic","204-947-6761","200-428 Portage Avenue , Winnipeg , MB R3C 0E2","www.2049476761.yp.ca",,clinic
"Central Foot Clinic","204-233-0139","Suite 201-200 Gouletst MB R3C 0E2","www.2042330139.yp.ca",,clinic
"Central Foot Clinic","1-866-947-6761","200-428 Portage Wpg ","www.8669476761.yp.ca",,clinic
"Central Foot Clinic","204-233-0139","201-200 Goulet Street , Winnipeg , MB R2H 0R8","www.2042330139.yp.ca",,clinic
"Central Park Denture Clinic","204-947-1807","702-388 Portage Avenue , Winnipeg , MB R3C 0C8","www.2049471807.yp.ca",,clinic
"Central Plains Veterinary Clinic","204-857-8994","816 Saskatchewan Av W MB ","www.2048578994.yp.ca",,clinic
"Central Speech & Hearing Clinic","204-477-3298","2340 Pembina Highway , Winnipeg , MB R3T 2E8","www.2044773298.yp.ca",,clinic
"Central Speech & Hearing Clinic Inc","204-275-7436","2-1325 Markham Road , Winnipeg , MB R3T 4J6","www.2042757436.yp.ca",,clinic
"Charleswood Medical Clinic","204-889-7200","3360 Roblin Boulevard , Winnipeg , MB R3R 0C5","www.2048897200.yp.ca",,clinic
"Charleswood Medical Clinic","204-831-4738","","www.2048314738.yp.ca",,clinic
"Charleswood Medical Clinic","204-831-4735","","www.2048314735.yp.ca",,clinic
"Charleswood Medical Clinic","204-831-4731","","www.2048314731.yp.ca",,clinic
"Charleswood Medical Clinic","204-831-4733","","www.2048314733.yp.ca",,clinic
"Charleswood Medical Clinic","204-831-4742","","www.2048314742.yp.ca",,clinic
"Charleswood Medical Clinic","204-831-4740","","www.2048314740.yp.ca",,clinic
